tipo_instrumento;ano_instrumento;mes_instrumento;categoria_valor;orgao_recebedor;codigo_orgao_recebedor;natureza_doador;doador_comodante;objeto_descritivo;quantidade_objeto;vigencia;processo_sei;recurso_tjmg_ou_mpmg
Contrato de Comodato;2025,0;6;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública​ - SEJUSP;1451,0;Privado;Conselho da Comunidade na Execução Penal da Comarca de Patrocínio MG;"02 SMART TV HQ UHD 50"" HQS50NKHM   HQ UHD 50  01 CAM SPEED DOME DS-2DE5425IW-AE    DS-2DE5425IW-AE    57 Camera Hikvision DomeDS-2CD1347G2H-LIU4 mm  DS-2CD1347G2H-LIU 4 mm  02 NOBREAK INTELBRAS ATTIV 1500VA-BI  INTELBRAS ATTIV 1500VA-Bivolt";4,0;60 meses;1450.01.0109449/2025-35;Não
Termo de Comodato 2025/008 - PMMG/10RPM;2025,0;6;Entre 100K e 500K ;Polícia Militar de Minas Gerais - PMMG ;1251,0;Privado;Conselho Comunitário de Segurança Pública de Rio Paranaíba – CONSEP;"01 Caminhonete Triton GLS 2.4 D 4x4 AT; zero KM, Chassi 93XELLC2TTCS03095; Cor X70 preto onix pearl; potência 205 CV; Cilindradas 2442 CC; Ano fabricação: 2025; Modelo 2026; Mitsubishi, Placa TEO0B08";1,0;60 meses;1250.01.0010122/2025-84;Não
Contrato de Doação;2025,0;6;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública​ - SEJUSP;1451,0;Privado;Mauro de Souza Borges;Forno Micro-ondas electrolux - Capacidade 28L - 127V -  Electrolux  - Usado  ;1,0;Não se aplica ;1450.01.0070882/2025-49;Não
Termo de Transferência de Bem Móvel TRANSF. 32/2025 - PCMG/SPGF/DCC/DOAÇÂO/CESSÃO  ;2025,0;6;Abaixo de 100K;Policia Civil de Minas Gerais - PCMG;1511,0;Privado;CONSELHO COMUNITARIO DE SEGURANCA PUBLICA DE SALINAS/MG;Tamp. para Necropsia com Suporte Craniano 750 X 2600 X 860MM;1,0;Não se aplica ;1510.01.0004507/2025-18;Sim
Termo de Transferência de Bens Móveis TRANSF. 29/2025 - PCMG/SPGF/DCC/DOAÇÂO/CESSÃO;2025,0;6;Abaixo de 100K;Policia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Espírito Santo do Dourado/MG;12 COMPUTADOR INTEL I3 10 GERACAO, SSD 240GB 01 NOTEBOOK DELLM16 R2 INTEL CORE ULTA 99 185H, WINDOWS 11 HOM 03 PAD DE ASSINATURA AK-560 AKIYAMA;3,0;Não se aplica ;1510.01.0104440/2025-76;Sim
Contrato de Doação;2025,0;6;Abaixo de 100K;Instituto de Previdência dos Servidores do Estado de Minas Gerais - IPSEMG;2011,0;Privado;CNX Eventos LTDA;Serviço de Ocupação de stand de montagem básica Serviço de Auditório com capacidade para 200 pessoas por dia;2,0;Não se aplica;2010.01.0057209/2025-58;Não
Contrato de Doação;2025,0;6;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública​ - SEJUSP;1451,0;Privado;Aluana Patrícia de Freitas;Refrigerador;1,0;Não se aplica;1450.01.0114463/2025-69;Não
Termo de Doação UNIMONTES/GAB Nº 118770194/2025;2025,0;6;Entre 100 e 500K;Universidade Estadual de Montes Claros - UNIMONTES;2311,0;Privado;Fundação de Apoio ao Desenvolvimento do Ensino Superior do Norte de Minas - FADENOR;01 - Veículo Tipo Camionete com Carroceria 4x4 L200;1,0;Não se aplica;2310.01.0026746/2024-82;Não
Termo de Doação;2025,0;6;Entre 100 e 500K;Secretaria de Estado de Justiça e Segurança Pública​ - SEJUSP;1451,0;Privado;Conselho Comunitário de Segurança Pública de Pirapora/MG;01 - SCANNER SPECTRUM BODYSCAN HSV/ 26.26.00106;1,0;Não se aplica;1450.01.0074310/2024-34;Sim
Termo de Doação;2025,0;6;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Conselho de Segurança Pública de Patos de Minas;Construção SOU da Sede do 12º BBM ;1,0;Não se aplica;1400.01.0075704/2024-51;Sim
Termo de Doação;2025,0;6;Abaixo de 100K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Conselho Comunitário Intermunicipal de Segurança Pública de Jaguaraçu, Mariléia e Timóteo/MG;"04 - Colchão D33 Cristal Luxo 04 - Colchão D45 Perola Polar Cinza 01 - Conjunto de Combate a Incendio p/ Pickup FV Tanque Rígido 400L 03 - Bateria Ap 300 System 7.8A 281 Wh Stihl 02 - Carregador Rapido AL 301 127V Sthil 01 - Motopoda a Bateria Hta135 30cm 12"" 01 - Motosserra a Bateria MSA220.0 C-B 01 - Bota de Combate a Incendio Fire 8 - Guartela n.36 02 - Bota de Combate a Incendio Fire 8 - Guartela n.37 01 - Bota de Combate a Incendio Fire 8 - Guartela n.39 07 - Bota de Combate a Incendio Fire 8 - Guartela n.40 02 - Bota de Combate a Incendio Fire 8 - Guartela n.41 07 - Bota de Combate a Incendio Fire 8 - Guartela n.42 05 - Bota de Combate a Incendio Fire 8 - Guartela n.43 01 - Bota de Combate a Incendio Fire 8 - Guartela n.44 01 - Bota de Combate a Incendio Fire 8 - Guartela n.46";16,0;Não se aplica;1400.01.0071892/2024-58;Não
Termo de Doação;2025,0;6;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho da Comunicade na Execução Penal da Comarca de Uberlândia/MG;"01 - CADEIRA PARA ESCRITORIO - FINALIDADE: DIRETOR; TIPO: GIRATORIA; ESPALDAR: MEDIO; APOIA-BRACOS: COM APOIO PARA O BRACO; ASSENTO/ENCOSTO: ASSENTO COM ESPUMA E ENCOSTO EM TELA SINTETICA; ESTRUTURA: BASE E BRACOS EM TUBO DE ACO CROMADO; PES: RODIZIOS EM POLIURETANO; CONTRA-ASSENTO: REVESTIDO EM POLIURETANO; CONTRA-ENCOSTO: EM TELA SINTETICA; REGULAGEM: REGULAGEM DE ALTURA DO ASSENTO A GAS;  01 - CADEIRA PARA ESCRITORIO - FINALIDADE: DIRETOR; TIPO: GIRATORIA; ESPALDAR: MEDIO; APOIA-BRACOS: COM APOIO PARA O BRACO; ASSENTO/ENCOSTO: ASSENTO COM ESPUMA E ENCOSTO EM TELA SINTETICA; ESTRUTURA: BASE E BRACOS EM TUBO DE ACO CROMADO; PES: RODIZIOS EM POLIURETANO; CONTRA-ASSENTO: REVESTIDO EM POLIURETANO; CONTRA-ENCOSTO: EM TELA SINTETICA; REGULAGEM: REGULAGEM DE ALTURA DO ASSENTO A GAS;  01 - COMPUTADOR - MODELO: MODULAR TIPO OPS; SISTEMA OPERACIONAL: WINDOWS 10 OU SUPERIOR; MEMORIA: RAM MINIMA 8 GB; PROCESSADOR: 3.2GHZ, 4 NUCLEOS , 6MB DE CACHE; ARMAZENAMENTO: MINIMO SSD DE 128GB; MONITOR: SEM MONITOR;";3,0;Não se aplica;1450.01.0072540/2025-97;Não
Termo de Doação;2025,0;6;Abaixo de 100K;Intituto Estadual de Florestas - IEF;2101,0;Privado;Fundo Brasileiro para a Biodiversidade - FUNBIO;01 - CARRETA INC. R/GARRA GR 01,ABT COR PRATA RN 7 20900 CAP 500KG ANO 2024 MOD 2024 PLACA SSA-4A95;1,0;Não se aplica;2100.01.0039684/2024-94;Não
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Webert Ricardo Dias;Cão macho da raça Pastor Belga de Mallinóis, nome Gordon, cor fulvo encarvoado, nascido em 30/07/2024.;1,0;Não se aplica;1450.01.0074428/2025-46;Não
Decisão Judicial;2025,0;7;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Público;V.R.C.S. e R.G.G;01 - Micro-ondas, marca Eletrolux, modelo MTD 30, série 15031685 01 - Notebook positivo, série 4ab31bn30;2,0;Não se aplica;1510.01.0025600/2025-91;Sim
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;1371,0;Privado;Associação Brasileira dos Membros do Ministério Público de Meio Ambiente - ABRAMPA;Solução computacional denominado Sistema de Logística Reversa - SISREV II;1,0;06 meses;1370.01.0019635/2025-24;Não
Termo de Doação;2025,0;7;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Conselho de Segurança Pública do Setor IV de Ipatinga/MG - CONSEP;28 - Mesas em L de MDF madeirado 02 - Mesas retas de MDF madeirado (1,79 x 0,60) com quatro gavetas cada 01 - Mesa de TV com painel de MDF madeirado 03 - Armários com 02 portas de correr MDF Madeirado 01 - Conjunto de prateleiras 04 - Balcão em MDF com portas e gavetas 02 - Armário de cozinha em MDF aéreo e bancada 01 - Armário de cozinha em MDF parte da bancada 02 - Mesas em MDF carvalho malva com MDF preto tx, formato U 02 - Mesas de reunião com 06 lugares 02 - Aparador em MDF carvalho malva e MDF preto tx 02 - Micro-Ondas Electrolux MS37R 110V 03 - Smart Tv LG 43 43lr671c0sa Hdr Ai Thinq Led Full Hd 100/240v 02 - Purificador Agua Everest Plus 127/60 Branco 01 - Cofre150x90x50 vazio 2 portas mecânico 40 - Cadeira Presidente CavalettiYon 02 - Cadeira Longarina Comum 03 lugares 01 - Referente instalação de concertinas de segurança 01 - Frigobar EOS ICE Compact47L EFB50P Preto 127V - EFB50/51P 127V 01 - Frigobar EOS ICE Compact47L EFB50P Preto 127V - EFB50/51P 127V 02 - Frete 02 - IPI;22,0;Não se aplica;1400.01.0044699/2025-73;Não
Contrato de Doação;2025,0;7;Acima de 500K;Secretaria de Estado de Saúde - SES;1321,0;Privado ;Fundação Educacional Lucas Machado - FELUMA;Prestação de serviço de Teleconsultorias Assíncronas para a APS.;1,0;18 meses;1320.01.0106794/2025-67;Não
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado ;Conselho Comunitário de Segurança Pública Urbana - CONSEP;"BETONEIRA - 400L PRIME C/M KIT SEG MONO 220V ESMERILHADEIRA - 2200W; 220V ESMERILHADEIRA - 800W; 220V MARTELO DEMOLIDOR - 220V MAQUINA DE SOLDA MIG FLEX PORTÁTIL 200A MARTELETE - 800W; 220V";6,0;Não se aplica;1450.01.0132519/2024-82;Não
Termo de Doação;2025,0;7;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado ;Fundação Salvar;03 - Automóvel Fiat/Strada Freedom CD13 01 - KITS-SINALIZADOR-PLOTAGEM-ANTENA-SUPORTE PARA MICROFONE- CHICOTE COMPLETO 01 - KITS-SINALIZADOR-PLOTAGEM-ANTENA-SUPORTE PARA MICROFONE- CHICOTE COMPLETO;3,0;Não se aplica;1400.01.0015895/2025-35;Não
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado ;Conselho Comunitário de Segurança Pública de Tupaciguara/MG - CONSEP;02 - QUADRO BRANCO 200 X 120 01 - ARMÁRIO ROUPAS 16 PORTAS 01 - CMO MOTOCOMPRESSOR 120 LBS 01 - MULTIFUNCIONAL;4,0;Não se aplica;1450.01.0110418/2025-62;Não
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado ; Giuliano Petrônio da Costa ;01 - Cão da raça Rottweiler, nascido em 31/01/2024;1,0;Não se aplica;1450.01.0120654/2025-43;Não
Termo de Tranferência Serviço TRANSF. 33/2025/ - PCMG/SPGF/DCC/DOAÇÂO/CESSÃO ;2025,0;7;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Manga/MG;MONTAGEM DA GELADEIRA CADAVERICA COM CARGA DE GÁS;1,0;Não se aplica;1510.01.0056020/2025-50;Não
Termo de Transferência de Bens Móveis TRANSF. 30/2025 - PCMG/SPGF/DCC/DOAÇÂO/CESSÃO;2025,0;7;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;INSTITUTO ALIANÇA PELA VIDA CUIDAR E PROTEGER;Computador Lenovo Mouse USB Lenovo Teclado USB Lenovo Scanner de Mesa Bhother ADS1350W Scanner de Mesa ADS4700W Cabo de Energia 1,5m Coller Processador Fonte ATX 500W Gabinete Gamer ATX Memoria DDR4 32GB Placa de Video NVIDIA Placa Mãe LGA 1700 Processador INTEL CORE SSD M.2 Sistema Operacional Microsoft Windows 11 Montagem Dispositivo para captura de assinatura manuscrita AK560 Rastreador GPS Rastreador TKSTAR;19,0;Não se aplica;1510.01.0191506/2024-92;Sim
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Abel Juliano Tumioto;CÃO FÊMEA, LAICKA WOLF QUEEN, PELAGEM FULVO ENCARVOADO - 12/05/2023;1,0;Não se aplica;1450.01.0165103/2023-10;Não
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;ALASP - ASSOCIAÇÃO LAVRENSE PARA ASSUNTOS DE SEGURANÇA PÚBLICA/THALES MARDEN SILVA SALGADO;01 - GRAVADOR DVR PARA USO NO CFTV;1,0;Não se aplica;1450.01.0184583/2024-78;Não
Termo de Doação;2025,0;7;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Fundação de Apoio Universitário (FAU);01 - Veículo automotor marca TRIUMPH, Modelo TIGER 900 RALLYP, manual, Motor DBT4866, Chassi 97NC83DE7SMCC2002, cor externa PRETO, potência 109 cv, combustível GASOLINA, RENAVAM 01432288900, Fab./Mod.: 2024/2025, câmbio manual, 06 marchas, sistema de freios ABS, otimizado para curvas, Conjunto de instrumentos TFT de 7 polegadas colorido com sistema de conectividade My Triumph.;1,0;Não se aplica;1250.01.0012093/2025-23;Sim
Termo de Doação;2025,0;7;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Fundação de Apoio Universitário (FAU);01 - Veículo automotor marca TRIUMPH, Modelo TIGER 900 RALLYP, manual, Motor DBN3131, Chassi 97NC83DE2RMBX8120, cor externa PRETO, potência 109 cv, combustível GASOLINA, RENAVAM 01432482766, Fab./Mod.: 2024/2025, câmbio manual, 06 marchas, sistema de freios ABS, otimizado para curvas, Conjunto de instrumentos TFT de 7 polegadas colorido com sistema de conectividade My Triumph.;1,0;Não se aplica;1250.01.0012021/2025-27;Sim
Termo de Doação;2025,0;7;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Fundação de Apoio Universitário (FAU);01 - Veículo automotor marca TRIUMPH, Modelo TIGER 900 RALLYP, manual, Motor DBT4866, Chassi 97NC83DE3SMCC2014, cor externa PRETO, potência 109 cv, combustível GASOLINA, RENAVAM 01432484017, Fab./Mod.: 2024/2025, câmbio manual, 06 marchas, sistema de freios ABS, otimizado para curvas, Conjunto de instrumentos TFT de 7 polegadas colorido com sistema de conectividade My Triumph.;1,0;Não se aplica;1250.01.0012070/2025-62;Sim
Contrato de Comodato;2025,0;7;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Luz/MG;01 - HONDA, modelo XRE 300 SAHARA, cor cinza, ano fabricação 2025, modelo 2025, movido a álcool/gasolina, CHASSI n° 9C2ND1720SR008378  01 - HONDA, modelo XRE 300 SAHARA, cor cinza, ano fabricação 2025, modelo 2025, movido a álcool/gasolina, CHASSI n° 9C2ND1720SR008370;1,0;Não se aplica;1250.01.0009607/2025-21;Não
Ato de Destinação;2025,0;7;Entre 100 e 500K;Universidade Estadual de Montes Claros - UNIMONTES;2311,0;Público;Receita Federal do Brasil;01 - Chassi: 9BSK6X20093637070, Placa: JDA-1J20, RENAVAM: 00397064250, Marca/Modelo: SCANIA/MPOLO PARADIS LDR, Tipo: ONIBUS, Ano de fabricação: 2008;1,0;Não se aplica;2310.01.0003772/2025-62;Não
Contrato de Doação;2025,0;7;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Companhia Brasileira de Metalurgia e Mineiração;01 - Veículo automotor da Marca/modelo: MMC/Triton, Ano de fabricação/modelo: 2022/2023, Espécie/tipo: Especial, Placa: SHB9J50, Chassi: 93XDJKL1TPCN58169, movido a diesel, com 77.000 km rodados;1,0;Não se aplica;1250.01.0012182/2025-45;Não
Termo de Doação;2025,0;7;Abaixo de 100K;Instituto Estadual de Florestas - IEF;2101,0;Privado ;Calçamentos em Mosaicos Lisbrasil LTDA;Veículo automotor Polo Track 1,0 MPI – Volkswagem, Chassi: 9BWAG5R19ST078745, Renavam: 100751, Motor: 1.0 / Nº motor: CSEA32208, Ano fabricação: 2025 / Ano modelo: 2025, Combustível: Gas/Alc., Cilindrada: 999, Cor externa: Branco Cristal;1,0;Não se aplica;2100.01.0017701/2025-89;Sim
WENDEL;2025,0;7;Abaixo de 100K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Associação Regional de Proteção Ambiental do Vale do Aço – ARPAVA;40 Macacão Neoprene 3mm 50 Lastro Mergulho AcquaBlu Emborrachado 35 Nadadeira Sprinter Fun Dive 10 Cinto de Lastro Seasub Nylon 04 Macacão Apicultor c/masc GG 04 Macacão Apicultor c/masc G 04 Macacão Apicultor c/masc M 06 Calça Motosserra M 24 Calça Motosserra G 06 Calça Motosserra GG;10,0;Não se aplica;1400.01.0040731/2025-24;Não
Termo de Doação;2025,0;7;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Público;Prefeitura Municipal de Delfim Moreira;"02 Viaturas motocicletas: HONDA/XRE 300 SAHARA, ano de fabricação/modelo: 2025/2025, placa: TEU3I74, estilo: trail/tourer; faixa potência: mínima 25 cv e máxima 55 cv; faixa cilindrada: mínima 290 cc e máxima 490 cc; suspensão: dianteira: através de garfo telescópico; sistema de freio: dianteiro/traseiro: a disco com abs; capacidade do tanque: minima de 11 litros incluindo reserva; combustível: flex (gasolina e etanol) ou gasolina; equipamento: baú, protetor, ant.anticerol, sinal. acust.visual.";1,0;Não se aplica;1250.01.0013474/2025-81;Não
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública – SEJUSP;1451,0;Público;Secretaria Especial da Receita Federal do Brasil;ALANÇA DIGITAL PLATAFORMA 150 KG GRAVADOR DIGITAL (5 UNIDADES) CAIXA DE SOM INTELIGENTE CANETA TOUCH CAIXA ACÚSTICA CÂMERA IP GENERICA SMATPHONE APLLE IPHONE 11 BLACK SMATPHONE APLLE IPHONE 8 SMATPHONE APLLE IPHONE XR SMATPHONE APLLE IPHONE SMARTPHONE TABLET APLLE TABLET AMAZON CAMERA CIRCUITO FECHADO (4 UNIDADES) CAMERA CIRCUITO FECHADO DOME (6 UNIDADES) CAMERA CIRCUITO FECHADO DOME (2 UNIDADES) CAMERA CIRCUITO FECHADO DOME (4 UNIDADES) CAMERA IP (15 UNIDADES);18,0;Não se aplica;1450.01.0124269/2025-20;Não
Termo de Doação;2025,0;7;Abaixo de 100 K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Conselho Municipal de Segurança Pública e Defesa Social de Manhuaçu/MG - CONSEP;Serviço de mão e obra para confecção de armários Disco desbaste 4.1/2 x 1/4 x 7/8 Gonzo com aba 5/8 x ¾ Barra chata 1 x 1/8 Barra chata 7/8 x 1/8 Cantoneira 1.1/4 x 1/8 Tubo INDL quadrado 30 x 30 14 Serviço de remoção de telhado fibrocimento, instalação de telhado galvanizado, instalação de rufos, reparo em madeiras no telhado Instalação de telhado galvanizado e instalação de rufos Telha pré-pintada 0,43 1f - cinza 7040 Calha galvalume 0,43 x 300mm Calha galvalume 0,43 x 500mm Calha galvalume 0,43 x 300mm cinza Elaboração de projeto para móveis planejados e layout de ambientes Revisão em motosserra stihl ms 390 Cabeçote de aspiração Mola de tração Peça de engate de poliamida Grampo elástico de aço mola Prisma deslizante de poliamida Manutenção em equipamentos;22,0;Não se aplica;1400.01.0025091/2025-63;Não
Termo de Doação;2025,0;7;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Fundação Salvar;01 - AMBULÂNCIA MERCEDES BENZ CAMINHAO FURGAO 417 SPRINTER F42A UP1J, CHASSI: 8AC907643SE257240;1,0;Não se aplica;1400.01.0034180/2024-73;Não
Termo de Transferência de Bens Móveis TRANSF. 34/2025 - PCMG/SPGF/DCC/DOAÇÂO/CESSÃO ;2025,0;7;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;IEDA MARIA FERNANDES;01 - FONTE CORSAIR VS650 80 PLUS WHITE (T.I) 02 - MEM HYPERX 8GB DDR4 2400 KINGSTON (IMP) 01 - HD WD INT 1 TB WD PURPLE IMP 02 - MONITOR LG 23'' 23MB35VQ-H (T.I.) 01 - IMP. MULT. EPSON L3110 ECOTANK (T.I) 01 - GAB. GAMER MT-G680SBK S/FONTE C3T (T.I) 01 - HEADSET GAMER STRATON USB C/ LED AZUL PH244 (T.I) 01 - TECLADO + MOUSE LOGITECH MK220 01 - GRAV EXT ASUS EXT STYLISH DIAMOND SDRW-08D2S-U (T.I) 01 - VGA PCYES RADEON RX 580 8GB/DDR5 (T.I) 01 - CABO CONVERSOR DISPLAYPORT P/ HDMI 1,8M LT-146 CBO302 01 - NOBREAK STATION II 800 VA BIV. T.I 01 - PROCESSADOR INTEL I5 9600KF 1151 3.7 9MB 01 - MB ASUS ROG STRIX Z390 H GAMING 1151 DDR4 02 - HD SSD ADATA XPG 256G M2 NVME 3500 MBPS 01 - WATERCOOLER CORSAIR H60;16,0;Não se aplica;1510.01.0066243/2020-09;Sim
Termo de Doação SENASP n.º 389/2025;2025,0;7;Acima de 500K;Polícia Civil de Minas Gerais - PCMG;1511,0;Público;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA - MJSP;05 - CRONOS DRIVE 1.3 AT FLEX;1,0;Não se aplica;1450.01.0204414/2023-84;Sim
Decisão Judicial;2025,0;7;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;CONSELHO COMUNITÁRIO DE SEGURANÇA PÚBLICA DE AREIAS E JUSTINIPÓLIS/MG;02 - DRONE VANT DJI MAVIC CLASSIC RC 02 - KIT DE BATERIAS PARA VANT MAVIC 3 ENTERPRISE 01 - MULTIFUNCIONAL HP LASER MONO M428FDW REF.: M428FDW 03 - MULTIFUNCIONAL HP LASER MONO M428FDW REF.: M428FDW 10 - NOTEBOOK 15.6POL LENOVO V15 GEN3 82UM000VBR (CORE 1313 1215U., 8GB DDR4,R4. SSD 256GB NVME,ME WIN11 PRO 30 - MOUSE SEM FIO 1200DPI PRETO MW100 CX 1 UN 01 - TRANSPORTE;7,0;Não se aplica;1510.01.0246089/2024-72;Sim
TERMO DE DOAÇÃO SENASP N.9 463/2025;2025,0;7;Ácima de 500K;Polícia Civil de Minas Gerais - PCMG;1511,0;Público;Secretaria Nacional de Segurança Pública - SENASP;05 - FIAT / CRONOS DRIVE 1.3 AT FLEX;1,0;Não se aplica;1510.01.0236929/2024-42;Não
Termo de Doação Nº do Termo: 14 - Eletrônico -/2025 1400.01.0049821/2023-10;2025,0;7;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Fundação Salvar;L200 TRÍTON GLS 4X4 AT / AUTOMÓVEL NOVO Marca - Modelo: L200 TRÍTON GLS 4X4 AT/ Ano Fabricacao: 2024Ano Modelo: 2025/Cor: VERMELHO MONACO Comb: DIESEL/Marca-Mod: MITSUBISHI Motor: 2.4 Potencia: Diesel:190 Motor N: 4N15BAM2363 Portas: 4/Lugares: 5 Nota Fab: 716410;1,0;Não se aplica;1400.01.0049821/2023-10;Sim
Contrato de Doação;2025,0;7;Abaixo de 100K;Secretaria de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;CONSELHO DA COMUNIDADE DA COMARCA DE PATOS DE MINAS;"5 KIT MICRO COMPUTADOR, PROCESSADOR CORE I5 12400, PLACA MÃE H610, MEMÓRIA RAM 8GB, ARMAZENAMENTO SSD 512GB NVME, GABINETE, FONTE 300W, WINDOWS 11 PRO, MONITOR LED 23,8"" LG BIVOLT, KIT TECLADO E MOUSE COM FIO MICROSOFT WIRED 600";1,0;Não se aplica;1450.01.0124667/2024-44;Não
Termo de Doação - SEJUSP/CPNSC      ;2025,0;7;Entre 100 e 500K;Secretaria de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Paulo Henrique Pereira Borges;"Cadela (fêmea) de nome ""Uzi do Sadonana"", Pastor Alemão, cor predominante preta com manchas bege, data de nascimento 13/04/2025.";1,0;Não se aplica;1450.01.0141212/2025-11;Não
TERMO DE CONTRATO DE DOAÇÃO DE SERVIÇO DE CURSO DE PÓS-GRADUAÇÃO;2025,0;8;Abaixo de 100K;Secretaria de Estado de Saúde de Minas Gerais - SES;1320,0;Privado;Fundação Educacional Lucas Machado - FELUMA;Curso de pós-graduação lato sensu em Gestão Hospitalar.;1,0;18 meses;1320.01.0121898/2025-47;Não
Termo de Comodato;2025,0;8;Abaixo de 100K;Polícia Militar de Minas Gerais – PMMG;1251,0;Privado;CONSELHO COMUNITÁRIO DE SEGURANÇA PÚBLICA DE ANDRADAS;03 motocicletas: marca-modelo HONDA/XRE 300 SAHARA, placa: TCV4C61, chassi: 9C2ND1720SR000177, renavam: 01407490742, ano modelo: 2025, cor predominante: cinza/marca-modelo HONDA/XRE 300 SAHARA, placa: TDI2G57, renevam: 01418408910, ano modelo: 2025, cor predominante: cinza/marca-modelo HONDA/XRE 300 SAHARA, placa: TCV4C52, chassi, renavam: 01407491846, ano modelo: 2024;1,0;Não se aplica;1250.01.0013029/2025-68;Não
Contrato de Doação;2025,0;8;Abaixo de 100K;Secretaria de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Comunitário de Segurança Pública de Tupaciguara;COMPUTADORES E TELA DE PROJEÇÃO RETRÁTIL NVR DS-7632NXI-K2 - R$2.450,00 FONTE 12-14 10A GARRA - R$600,00 CAM TV C UN IN VERM MF D H022701 - R$3.900,00 HARD DISK SKYHAWK - R$1.450,00 BAT UNIPOWER ESTAC 12V 45 AH - R$460,00 NOBREAK UPS 1500VA ACTION 3.1 TRIVOLT - R$1.600,00 CAMERA I CHD03025 IP DOME COLOR - R$1.900,00 CAMERA INFRA CHD3025IP COLOR - R$6.080,00;9,0;Não se plica;1450.01.0228853/2024-22;Não
Contrato de Doação;2025,0;8;Abaixo de 100K;Secretaria de Estado de Cultura e Turismo - SECULT;1271,0;Privado;Associação dos Amigos do Museu Mineiro;Coleção é composta por 62 obras de arte de grande relevância, abrangendo trabalhos de artistas renomados como Regina Katz, Silvio Oppenheim, Dorothea Bilder, Marco Magalhães e Xavier dos Santos, além de artistas mineiros como Angélica Coelho, Chico Ferreira Alves, Lyria Palombini e José de Souza Estêvão.;1,0;Não se plica;1410.01.0005098/2024-10;Não
Contrato de Doação;2025,0;8;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Comunitário de Segurança Pública - CONSEP;03 - Digitalizador de Imagem Scanner - Leitor Biométrico;1,0;Não se plica;1450.01.0114003/2025-73;Não
